Date,VIX,VXN NASDAQ,High Yield Spread
2016-06-02,13.63,15.15,6.0
2016-06-03,13.47,15.03,6.09
2016-06-06,13.65,15.25,6.0
2016-06-07,14.05,15.26,5.92
2016-06-08,14.08,15.27,5.82
2016-06-09,14.64,15.68,5.86
2016-06-10,17.03,17.64,5.98
2016-06-13,20.97,20.61,6.07
2016-06-14,20.5,20.43,6.19
2016-06-15,20.14,20.19,6.18
2016-06-16,19.37,19.83,6.32
2016-06-17,19.41,20.25,6.21
2016-06-20,18.37,19.31,6.0
2016-06-21,18.48,19.59,6.0
2016-06-22,21.17,21.64,5.96
2016-06-23,17.25,18.21,5.83
2016-06-24,25.76,24.88,6.33
2016-06-27,23.85,24.39,6.57
2016-06-28,18.75,20.11,6.48
2016-06-29,16.64,18.47,6.26
2016-06-30,15.63,17.58,6.21
2016-07-01,14.77,16.83,6.12
2016-07-04,,,6.12
2016-07-05,15.58,17.92,6.16
2016-07-06,14.96,17.49,6.14
2016-07-07,14.76,17.28,6.02
2016-07-08,13.2,15.74,5.88
2016-07-11,13.54,15.11,5.66
2016-07-12,13.55,15.09,5.46
2016-07-13,13.04,15.24,5.58
2016-07-14,12.82,14.66,5.44
2016-07-15,12.67,14.29,5.42
2016-07-18,12.44,14.71,5.44
2016-07-19,11.97,14.57,5.45
2016-07-20,11.77,14.27,5.4
2016-07-21,12.74,14.98,5.41
2016-07-22,12.02,14.59,5.39
2016-07-25,12.87,15.6,5.39
2016-07-26,13.05,15.93,5.45
2016-07-27,12.83,15.14,5.51
2016-07-28,12.72,14.84,5.54
2016-07-29,11.87,13.97,5.61
2016-08-01,12.44,14.52,5.69
2016-08-02,13.37,15.41,5.73
2016-08-03,12.86,15.18,5.72
2016-08-04,12.42,14.47,5.65
2016-08-05,11.39,13.77,5.46
2016-08-08,11.5,14.06,5.42
2016-08-09,11.66,14.19,5.36
2016-08-10,12.05,14.55,5.38
2016-08-11,11.68,14.31,5.31
2016-08-12,11.55,13.99,5.34
2016-08-15,11.81,14.01,5.23
2016-08-16,12.64,14.92,5.17
2016-08-17,12.19,14.76,5.19
2016-08-18,11.43,14.15,5.2
2016-08-19,11.34,13.42,5.15
2016-08-22,12.27,14.0,5.18
2016-08-23,12.38,14.21,5.14
2016-08-24,13.45,15.26,5.13
2016-08-25,13.63,15.36,5.14
2016-08-26,13.65,15.16,5.04
2016-08-29,12.94,15.0,5.1
2016-08-30,13.12,15.11,5.07
2016-08-31,13.42,15.34,5.1
2016-09-01,13.48,15.39,5.12
2016-09-02,11.98,14.32,5.09
2016-09-05,,,5.09
2016-09-06,12.02,14.32,5.09
2016-09-07,11.94,13.89,5.07
2016-09-08,12.51,14.48,4.99
2016-09-09,17.5,17.96,5.1
2016-09-12,15.16,15.31,5.18
2016-09-13,17.85,17.95,5.24
2016-09-14,18.14,18.3,5.26
2016-09-15,16.3,16.39,5.26
2016-09-16,15.37,15.14,5.27
2016-09-19,15.53,16.11,5.25
2016-09-20,15.92,16.55,5.24
2016-09-21,13.3,14.98,5.22
2016-09-22,12.02,13.66,5.09
2016-09-23,12.29,13.98,5.1
2016-09-26,14.5,16.44,5.16
2016-09-27,13.1,15.09,5.18
2016-09-28,12.39,15.03,5.14
2016-09-29,14.02,16.23,5.09
2016-09-30,13.29,15.45,4.97
2016-10-03,13.57,15.86,4.93
2016-10-04,13.63,16.25,4.85
2016-10-05,12.99,15.86,4.78
2016-10-06,12.84,15.7,4.75
2016-10-07,13.48,15.66,4.76
2016-10-10,13.38,15.5,4.76
2016-10-11,15.36,17.02,4.75
2016-10-12,15.91,17.23,4.75
2016-10-13,16.69,17.65,4.82
2016-10-14,16.12,17.4,4.72
2016-10-17,16.21,17.58,4.76
2016-10-18,15.28,16.97,4.72
2016-10-19,14.41,16.41,4.66
2016-10-20,13.75,15.63,4.62
2016-10-21,13.34,15.37,4.62
2016-10-24,13.02,14.93,4.6
2016-10-25,13.46,15.88,4.6
2016-10-26,14.24,16.51,4.66
2016-10-27,15.36,17.33,4.69
2016-10-28,16.19,18.23,4.76
2016-10-31,17.06,19.32,4.91
2016-11-01,18.56,20.66,5.05
2016-11-02,19.32,21.24,5.15
2016-11-03,22.08,22.36,5.15
2016-11-04,22.51,23.03,5.2
2016-11-07,18.71,19.66,5.01
2016-11-08,18.74,20.2,4.98
2016-11-09,14.38,17.15,4.94
2016-11-10,14.74,19.07,4.97
2016-11-11,14.17,18.95,4.97
2016-11-14,14.48,19.7,5.11
2016-11-15,13.37,17.6,4.94
2016-11-16,13.72,17.3,4.94
2016-11-17,13.35,16.02,4.85
2016-11-18,12.85,15.51,4.84
2016-11-21,12.42,14.74,4.78
2016-11-22,12.41,14.28,4.7
2016-11-23,12.43,14.26,4.66
2016-11-24,,,4.66
2016-11-25,12.34,14.39,4.64
2016-11-28,13.15,15.12,4.66
2016-11-29,12.9,14.94,4.69
2016-11-30,13.33,15.13,4.67
2016-12-01,14.07,17.18,4.62
2016-12-02,14.12,16.99,4.64
2016-12-05,12.14,15.87,4.58
2016-12-06,11.79,15.26,4.5
2016-12-07,12.22,15.2,4.42
2016-12-08,12.64,14.82,4.38
2016-12-09,11.75,14.27,4.28
2016-12-12,12.64,13.87,4.25
2016-12-13,12.72,14.33,4.2
2016-12-14,13.19,14.53,4.12
2016-12-15,12.79,14.21,4.2
2016-12-16,12.2,13.23,4.21
2016-12-19,11.71,13.11,4.23
2016-12-20,11.45,13.08,4.2
2016-12-21,11.27,13.26,4.19
2016-12-22,11.43,13.42,4.17
2016-12-23,11.44,13.24,4.16
2016-12-26,,,
2016-12-27,11.99,14.24,4.11
2016-12-28,12.95,15.4,4.15
2016-12-29,13.37,15.56,4.18
2016-12-30,14.04,16.68,4.21
2017-01-02,,,
2017-01-03,12.85,16.06,4.13
2017-01-04,11.85,15.18,4.02
2017-01-05,11.67,14.63,4.04
2017-01-06,11.32,13.85,3.98
2017-01-09,11.56,14.22,4.02
2017-01-10,11.49,14.13,4.0
2017-01-11,11.26,13.94,4.03
2017-01-12,11.54,13.86,4.05
2017-01-13,11.23,13.34,4.02
2017-01-16,,,4.0
2017-01-17,11.87,13.88,4.06
2017-01-18,12.48,13.51,4.01
2017-01-19,12.78,14.06,3.99
2017-01-20,11.54,13.04,4.02
2017-01-23,11.77,13.49,4.1
2017-01-24,11.07,12.64,4.02
2017-01-25,10.81,12.65,3.93
2017-01-26,10.63,12.64,3.93
2017-01-27,10.58,12.3,3.93
2017-01-30,11.88,13.71,3.96
2017-01-31,11.99,14.29,4.0
2017-02-01,11.81,13.09,3.95
2017-02-02,11.93,13.63,3.93
2017-02-03,10.97,12.78,3.86
2017-02-06,11.37,13.01,3.91
2017-02-07,11.29,13.03,3.93
2017-02-08,11.45,12.92,3.98
2017-02-09,10.88,12.65,3.93
2017-02-10,10.85,12.31,3.9
2017-02-13,11.07,12.18,3.86
2017-02-14,10.74,11.69,3.8
2017-02-15,11.97,12.23,3.77
2017-02-16,11.76,12.74,3.83
2017-02-17,11.49,12.07,3.86
2017-02-20,,,3.86
2017-02-21,11.57,12.98,3.81
2017-02-22,11.74,12.56,3.78
2017-02-23,11.71,13.29,3.77
2017-02-24,11.47,12.75,3.84
2017-02-27,12.09,13.19,3.75
2017-02-28,12.92,13.6,3.74
2017-03-01,12.54,12.9,3.57
2017-03-02,11.81,12.71,3.55
2017-03-03,10.96,11.77,3.6
2017-03-06,11.24,12.19,3.66
2017-03-07,11.45,12.13,3.73
2017-03-08,11.86,12.25,3.79
2017-03-09,12.3,12.47,3.88
2017-03-10,11.66,11.9,3.89
2017-03-13,11.35,11.19,3.94
2017-03-14,12.3,11.7,4.05
2017-03-15,11.63,11.28,4.02
2017-03-16,11.21,10.96,3.88
2017-03-17,11.28,10.57,3.91
2017-03-20,11.34,10.31,3.97
2017-03-21,12.47,12.5,4.04
2017-03-22,12.81,12.78,4.16
2017-03-23,13.12,13.7,4.11
2017-03-24,12.96,12.66,4.07
2017-03-27,12.5,12.78,4.12
2017-03-28,11.53,12.12,4.01
2017-03-29,11.42,11.53,3.94
2017-03-30,11.54,11.54,3.85
2017-03-31,12.37,11.75,3.92
2017-04-03,12.38,12.37,3.98
2017-04-04,11.79,12.15,3.98
2017-04-05,12.89,13.14,3.91
2017-04-06,12.39,12.73,3.93
2017-04-07,12.87,13.49,3.86
2017-04-10,14.05,14.22,3.86
2017-04-11,15.07,15.13,3.94
2017-04-12,15.77,15.56,3.96
2017-04-13,15.96,15.9,4.03
2017-04-14,,,
2017-04-17,14.66,15.24,4.0
2017-04-18,14.42,15.47,4.07
2017-04-19,14.93,15.47,4.01
2017-04-20,14.15,14.46,3.98
2017-04-21,14.63,14.87,3.97
2017-04-24,10.84,12.06,3.86
2017-04-25,10.76,12.01,3.78
2017-04-26,10.85,11.95,3.76
2017-04-27,10.36,11.11,3.78
2017-04-28,10.82,11.53,3.75
2017-05-01,10.11,12.2,3.78
2017-05-02,10.59,12.95,3.79
2017-05-03,10.68,11.98,3.76
2017-05-04,10.46,12.18,3.8
2017-05-05,10.57,12.31,3.82
2017-05-08,9.77,11.86,3.8
2017-05-09,9.96,12.67,3.74
2017-05-10,10.21,12.34,3.72
2017-05-11,10.6,12.76,3.72
2017-05-12,10.4,12.3,3.77
2017-05-15,10.42,12.03,3.72
2017-05-16,10.65,11.59,3.71
2017-05-17,15.59,16.46,3.84
2017-05-18,14.66,15.66,3.85
2017-05-19,12.04,13.86,3.78
2017-05-22,10.93,12.88,3.72
2017-05-23,10.72,12.75,3.67
2017-05-24,10.02,12.37,3.68
2017-05-25,9.99,12.58,3.67
2017-05-26,9.81,12.26,3.67
2017-05-29,,,3.67
2017-05-30,10.38,12.9,3.68
2017-05-31,10.41,12.94,3.74
2017-06-01,9.89,12.69,3.69
2017-06-02,9.75,12.91,3.69
2017-06-05,10.07,13.2,3.68
2017-06-06,10.45,13.96,3.72
2017-06-07,10.39,14.05,3.73
2017-06-08,10.16,13.66,3.76
2017-06-09,10.7,18.13,3.73
2017-06-12,11.46,16.98,3.71
2017-06-13,10.42,15.1,3.68
2017-06-14,10.64,16.01,3.7
2017-06-15,10.9,16.2,3.72
2017-06-16,10.38,16.3,3.76
2017-06-19,10.37,14.6,3.7
2017-06-20,10.86,15.29,3.77
2017-06-21,10.75,14.76,3.85
2017-06-22,10.48,14.8,3.87
2017-06-23,10.02,14.47,3.86
2017-06-26,9.9,15.44,3.83
2017-06-27,11.06,17.26,3.77
2017-06-28,10.03,16.05,3.77
2017-06-29,11.44,18.43,3.76
2017-06-30,11.18,17.61,3.77
2017-07-03,11.22,18.74,3.72
2017-07-04,,,3.72
2017-07-05,11.07,17.26,3.73
2017-07-06,12.54,18.0,3.78
2017-07-07,11.19,16.81,3.83
2017-07-10,11.11,16.7,3.83
2017-07-11,10.89,16.42,3.85
2017-07-12,10.3,15.1,3.81
2017-07-13,9.9,14.62,3.77
2017-07-14,9.51,13.8,3.73
2017-07-17,9.82,14.5,3.69
2017-07-18,9.89,13.9,3.69
2017-07-19,9.79,13.95,3.64
2017-07-20,9.58,14.36,3.61
2017-07-21,9.36,14.36,3.64
2017-07-24,9.43,14.59,3.63
2017-07-25,9.43,13.82,3.55
2017-07-26,9.6,13.89,3.56
2017-07-27,10.11,15.89,3.55
2017-07-28,10.29,15.91,3.59
2017-07-31,10.26,15.87,3.61
2017-08-01,10.09,14.83,3.6
2017-08-02,10.28,14.61,3.59
2017-08-03,10.44,14.69,3.63
2017-08-04,10.03,14.09,3.63
2017-08-07,9.93,14.21,3.64
2017-08-08,10.96,15.23,3.64
2017-08-09,11.11,15.43,3.81
2017-08-10,16.04,19.06,3.92
2017-08-11,15.51,17.77,4.0
2017-08-14,12.33,15.06,3.89
2017-08-15,12.04,14.36,3.87
2017-08-16,11.74,14.22,3.88
2017-08-17,15.55,18.6,3.93
2017-08-18,14.26,17.85,3.98
2017-08-21,13.19,17.37,4.0
2017-08-22,11.35,15.21,3.93
2017-08-23,12.25,15.8,3.95
2017-08-24,12.23,15.97,3.91
2017-08-25,11.28,15.52,3.89
2017-08-28,11.32,15.18,3.88
2017-08-29,11.7,15.98,3.9
2017-08-30,11.22,15.12,3.86
2017-08-31,10.59,14.33,3.85
2017-09-01,10.13,14.1,3.82
2017-09-04,,,3.82
2017-09-05,12.23,16.13,3.91
2017-09-06,11.63,15.56,3.84
2017-09-07,11.55,15.4,3.88
2017-09-08,12.12,16.07,3.92
2017-09-11,10.73,14.07,3.85
2017-09-12,10.58,13.37,3.81
2017-09-13,10.5,12.8,3.78
2017-09-14,10.44,13.4,3.74
2017-09-15,10.17,12.51,3.73
2017-09-18,10.15,13.61,3.68
2017-09-19,10.18,13.3,3.66
2017-09-20,9.78,13.42,3.6
2017-09-21,9.67,13.71,3.62
2017-09-22,9.59,13.81,3.64
2017-09-25,10.21,15.65,3.66
2017-09-26,10.17,15.28,3.62
2017-09-27,9.87,15.32,3.57
2017-09-28,9.55,14.98,3.57
2017-09-29,9.51,13.85,3.54
2017-10-02,9.45,13.88,3.55
2017-10-03,9.51,13.62,3.55
2017-10-04,9.63,13.45,3.54
2017-10-05,9.19,12.88,3.52
2017-10-06,9.65,13.33,3.52
2017-10-09,10.33,14.04,3.51
2017-10-10,10.08,14.29,3.52
2017-10-11,9.85,14.09,3.52
2017-10-12,9.91,14.33,3.56
2017-10-13,9.61,13.97,3.6
2017-10-16,9.91,14.49,3.53
2017-10-17,10.31,14.4,3.5
2017-10-18,10.07,14.32,3.46
2017-10-19,10.05,14.64,3.48
2017-10-20,9.97,14.32,3.42
2017-10-23,11.07,15.74,3.4
2017-10-24,11.16,15.51,3.38
2017-10-25,11.23,16.31,3.42
2017-10-26,11.3,15.82,3.41
2017-10-27,9.8,14.3,3.44
2017-10-30,10.5,15.05,3.49
2017-10-31,10.18,15.06,3.51
2017-11-01,10.2,14.95,3.48
2017-11-02,9.93,14.7,3.52
2017-11-03,9.14,13.9,3.52
2017-11-06,9.4,13.9,3.55
2017-11-07,9.89,14.12,3.57
2017-11-08,9.78,14.06,3.67
2017-11-09,10.5,15.04,3.79
2017-11-10,11.29,15.03,3.76
2017-11-13,11.5,14.84,3.77
2017-11-14,11.59,15.0,3.84
2017-11-15,13.13,16.09,3.97
2017-11-16,11.76,14.31,3.79
2017-11-17,11.43,13.79,3.76
2017-11-20,10.65,13.82,3.7
2017-11-21,9.73,12.78,3.66
2017-11-22,9.88,12.74,3.7
2017-11-23,,,3.7
2017-11-24,9.67,12.38,3.67
2017-11-27,9.87,13.04,3.66
2017-11-28,10.03,13.41,3.67
2017-11-29,10.7,16.38,3.64
2017-11-30,11.28,15.93,3.61
2017-12-01,11.43,16.57,3.63
2017-12-04,11.68,18.03,3.58
2017-12-05,11.33,17.12,3.57
2017-12-06,11.02,16.71,3.63
2017-12-07,10.16,15.86,3.63
2017-12-08,9.58,14.42,3.63
2017-12-11,9.34,12.59,3.61
2017-12-12,9.92,12.86,3.58
2017-12-13,10.18,12.74,3.64
2017-12-14,10.49,12.39,3.63
2017-12-15,9.42,11.88,3.64
2017-12-18,9.53,12.53,3.64
2017-12-19,10.03,12.82,3.6
2017-12-20,9.72,12.78,3.58
2017-12-21,9.62,12.65,3.57
2017-12-22,9.9,12.54,3.56
2017-12-25,,,
2017-12-26,10.25,13.64,3.57
2017-12-27,10.47,14.29,3.59
2017-12-28,10.18,14.62,3.55
2017-12-29,11.04,15.68,3.58
2018-01-01,,,
2018-01-02,9.77,14.93,3.55
2018-01-03,9.15,14.16,3.48
2018-01-04,9.22,13.97,3.4
2018-01-05,9.22,13.48,3.36
2018-01-08,9.52,13.84,3.35
2018-01-09,10.08,14.63,3.33
2018-01-10,9.82,15.28,3.42
2018-01-11,9.88,14.77,3.4
2018-01-12,10.16,14.57,3.37
2018-01-15,,,3.35
2018-01-16,11.66,16.34,3.34
2018-01-17,11.91,16.2,3.34
2018-01-18,12.22,16.95,3.35
2018-01-19,11.27,16.17,3.35
2018-01-22,11.03,16.29,3.32
2018-01-23,11.1,16.75,3.31
2018-01-24,11.47,17.9,3.28
2018-01-25,11.58,18.25,3.28
2018-01-26,11.08,17.52,3.23
2018-01-29,13.84,19.22,3.26
2018-01-30,14.79,20.35,3.33
2018-01-31,13.54,19.65,3.29
2018-02-01,13.47,19.15,3.29
2018-02-02,17.31,20.66,3.36
2018-02-05,37.32,33.02,3.48
2018-02-06,29.98,26.7,3.6
2018-02-07,27.73,24.73,3.46
2018-02-08,33.46,33.89,3.59
2018-02-09,29.06,29.62,3.82
2018-02-12,25.61,24.94,3.71
2018-02-13,24.97,23.71,3.78
2018-02-14,19.26,20.87,3.69
2018-02-15,19.13,20.85,3.57
2018-02-16,19.46,20.46,3.5
2018-02-19,,,3.5
2018-02-20,20.6,21.67,3.48
2018-02-21,20.02,22.49,3.46
2018-02-22,18.72,20.91,3.53
2018-02-23,16.49,18.16,3.58
2018-02-26,15.8,18.12,3.5
2018-02-27,18.59,20.49,3.47
2018-02-28,19.85,22.01,3.47
2018-03-01,22.47,24.74,3.59
2018-03-02,19.59,21.53,3.65
2018-03-05,18.73,20.6,3.59
2018-03-06,18.36,20.6,3.53
2018-03-07,17.76,20.43,3.56
2018-03-08,16.54,19.26,3.56
2018-03-09,14.64,17.3,3.53
2018-03-12,15.78,17.56,3.55
2018-03-13,16.35,19.24,3.58
2018-03-14,17.23,19.52,3.62
2018-03-15,16.59,18.45,3.62
2018-03-16,15.8,17.64,3.6
2018-03-19,19.02,22.06,3.65
2018-03-20,18.2,22.13,3.62
2018-03-21,17.86,22.06,3.6
2018-03-22,23.34,26.63,3.7
2018-03-23,24.87,28.35,3.74
2018-03-26,21.03,25.15,3.73
2018-03-27,22.5,29.01,3.75
2018-03-28,22.87,30.19,3.77
2018-03-29,19.97,26.68,3.79
2018-03-30,,,
2018-04-02,23.62,29.92,3.77
2018-04-03,21.1,28.05,3.71
2018-04-04,20.06,26.29,3.71
2018-04-05,18.94,25.03,3.59
2018-04-06,21.49,27.43,3.64
2018-04-09,21.77,26.95,3.61
2018-04-10,20.47,25.15,3.52
2018-04-11,20.24,24.69,3.5
2018-04-12,18.49,22.9,3.42
2018-04-13,17.41,22.06,3.38
2018-04-16,16.56,20.45,3.33
2018-04-17,15.25,19.43,3.29
2018-04-18,15.6,19.38,3.24
2018-04-19,15.96,20.16,3.33
2018-04-20,16.88,21.63,3.33
2018-04-23,16.34,22.12,3.36
2018-04-24,18.02,23.62,3.41
2018-04-25,17.84,23.07,3.47
2018-04-26,16.24,20.36,3.43
2018-04-27,15.41,20.52,3.44
2018-04-30,15.93,21.06,3.46
2018-05-01,15.49,19.71,3.47
2018-05-02,15.97,19.76,3.45
2018-05-03,15.9,19.65,3.5
2018-05-04,14.77,18.41,3.49
2018-05-07,14.75,18.71,3.46
2018-05-08,14.71,18.48,3.46
2018-05-09,13.42,17.62,3.43
2018-05-10,13.23,16.38,3.41
2018-05-11,12.65,16.19,3.4
2018-05-14,12.93,16.08,3.37
2018-05-15,14.63,17.51,3.36
2018-05-16,13.42,16.71,3.37
2018-05-17,13.43,17.19,3.36
2018-05-18,13.42,16.87,3.41
2018-05-21,13.08,16.92,3.4
2018-05-22,13.22,16.92,3.39
2018-05-23,12.58,16.27,3.48
2018-05-24,12.53,15.82,3.49
2018-05-25,13.22,16.06,3.53
2018-05-28,,,3.53
2018-05-29,17.02,18.42,3.75
2018-05-30,14.94,17.07,3.64
2018-05-31,15.43,16.78,3.63
2018-06-01,13.46,15.11,3.55
2018-06-04,12.74,15.49,3.49
2018-06-05,12.4,15.33,3.5
2018-06-06,11.64,15.51,3.44
2018-06-07,12.13,16.45,3.44
2018-06-08,12.18,16.51,3.45
2018-06-11,12.35,16.45,3.39
2018-06-12,12.34,15.7,3.38
2018-06-13,12.94,16.32,3.33
2018-06-14,12.12,15.94,3.31
2018-06-15,11.98,15.42,3.33
2018-06-18,12.31,16.82,3.34
2018-06-19,13.35,17.29,3.4
2018-06-20,12.79,16.89,3.34
2018-06-21,14.64,18.89,3.39
2018-06-22,13.77,18.38,3.39
2018-06-25,17.33,21.94,3.47
2018-06-26,15.92,20.51,3.48
2018-06-27,17.91,22.75,3.56
2018-06-28,16.85,21.76,3.64
2018-06-29,16.09,20.88,3.61
2018-07-02,15.6,20.81,3.78
2018-07-03,16.14,21.79,3.77
2018-07-04,,,3.77
2018-07-05,14.97,20.35,3.74
2018-07-06,13.37,18.72,3.74
2018-07-09,12.69,17.91,3.65
2018-07-10,12.64,17.9,3.59
2018-07-11,13.63,18.27,3.66
2018-07-12,12.58,17.12,3.61
2018-07-13,12.18,16.88,3.62
2018-07-16,12.83,17.72,3.59
2018-07-17,12.06,16.71,3.58
2018-07-18,12.1,16.53,3.56
2018-07-19,12.87,17.35,3.59
2018-07-20,12.86,17.11,3.55
2018-07-23,12.62,16.49,3.5
2018-07-24,12.41,17.13,3.47
2018-07-25,12.29,16.67,3.48
2018-07-26,12.14,16.87,3.42
2018-07-27,13.03,18.72,3.42
2018-07-30,14.26,20.44,3.43
2018-07-31,12.83,19.17,3.46
2018-08-01,13.15,18.49,3.43
2018-08-02,12.19,16.31,3.43
2018-08-03,11.64,15.81,3.43
2018-08-06,11.27,15.47,3.43
2018-08-07,10.93,14.76,3.35
2018-08-08,10.85,14.83,3.37
2018-08-09,11.27,14.91,3.38
2018-08-10,13.16,16.22,3.5
2018-08-13,14.78,16.52,3.52
2018-08-14,13.31,15.16,3.48
2018-08-15,14.64,17.19,3.55
2018-08-16,13.45,16.43,3.49
2018-08-17,12.64,15.86,3.49
2018-08-20,12.49,16.29,3.52
2018-08-21,12.86,16.22,3.48
2018-08-22,12.25,15.64,3.48
2018-08-23,12.41,15.79,3.47
2018-08-24,11.99,15.16,3.46
2018-08-27,12.16,15.6,3.43
2018-08-28,12.5,15.42,3.4
2018-08-29,12.25,15.27,3.39
2018-08-30,13.53,16.02,3.44
2018-08-31,12.86,16.04,3.49
2018-09-03,,,3.49
2018-09-04,13.16,17.1,3.46
2018-09-05,13.91,18.65,3.49
2018-09-06,14.65,19.17,3.52
2018-09-07,14.88,19.76,3.48
2018-09-10,14.16,19.04,3.46
2018-09-11,13.22,17.83,3.4
2018-09-12,13.14,17.47,3.38
2018-09-13,12.37,16.45,3.35
2018-09-14,12.07,16.12,3.29
2018-09-17,13.68,18.5,3.29
2018-09-18,12.79,17.35,3.24
2018-09-19,11.75,16.9,3.24
2018-09-20,11.8,16.2,3.25
2018-09-21,11.68,16.84,3.25
2018-09-24,12.2,17.25,3.28
2018-09-25,12.42,17.07,3.26
2018-09-26,12.89,17.4,3.27
2018-09-27,12.41,16.75,3.25
2018-09-28,12.12,16.58,3.24
2018-10-01,12.0,17.09,3.22
2018-10-02,12.05,17.55,3.22
2018-10-03,11.61,17.5,3.16
2018-10-04,14.22,20.12,3.29
2018-10-05,14.82,21.5,3.32
2018-10-08,15.69,22.19,3.32
2018-10-09,15.95,21.62,3.41
2018-10-10,22.96,27.53,3.51
2018-10-11,24.98,27.76,3.58
2018-10-12,21.31,24.69,3.54
2018-10-15,21.3,26.81,3.49
2018-10-16,17.62,22.51,3.45
2018-10-17,17.4,22.93,3.45
2018-10-18,20.06,26.08,3.51
2018-10-19,19.89,25.77,3.51
2018-10-22,19.64,25.16,3.52
2018-10-23,20.71,25.26,3.65
2018-10-24,25.23,30.25,3.68
2018-10-25,24.22,29.54,3.72
2018-10-26,24.16,29.87,3.85
2018-10-29,24.7,31.75,3.84
2018-10-30,23.35,30.73,3.89
2018-10-31,21.23,29.12,3.81
2018-11-01,19.34,26.12,3.81
2018-11-02,19.51,26.65,3.72
2018-11-05,19.96,27.26,3.72
2018-11-06,19.91,26.17,3.68
2018-11-07,16.36,22.39,3.6
2018-11-08,16.72,22.86,3.57
2018-11-09,17.36,24.27,3.71
2018-11-12,20.45,28.11,3.71
2018-11-13,20.02,27.68,3.89
2018-11-14,21.25,28.37,3.99
2018-11-15,19.98,26.05,4.11
2018-11-16,18.14,24.38,4.18
2018-11-19,20.1,27.44,4.25
2018-11-20,22.48,28.77,4.33
2018-11-21,20.8,26.96,4.24
2018-11-22,,,4.25
2018-11-23,21.52,27.93,4.29
2018-11-26,18.9,26.02,4.26
2018-11-27,19.02,24.73,4.31
2018-11-28,18.49,24.11,4.25
2018-11-29,18.79,24.33,4.22
2018-11-30,18.07,24.02,4.29
2018-12-03,16.44,21.7,4.2
2018-12-04,20.74,25.38,4.29
2018-12-05,,,4.29
2018-12-06,21.19,25.97,4.5
2018-12-07,23.23,28.03,4.5
2018-12-10,22.64,27.2,4.56
2018-12-11,21.76,26.77,4.48
2018-12-12,21.46,26.3,4.4
2018-12-13,20.65,25.8,4.39
2018-12-14,21.63,27.62,4.46
2018-12-17,24.52,30.07,4.58
2018-12-18,25.58,29.31,4.72
2018-12-19,25.58,29.43,4.84
2018-12-20,28.38,31.0,5.11
2018-12-21,30.11,33.87,5.22
2018-12-24,36.07,38.68,5.35
2018-12-25,,,
2018-12-26,30.41,33.7,5.37
2018-12-27,29.96,34.37,5.38
2018-12-28,28.34,34.2,5.3
2018-12-31,25.42,31.44,5.33
2019-01-01,,,
2019-01-02,23.22,30.09,5.35
2019-01-03,25.45,32.18,5.44
2019-01-04,21.38,28.57,5.05
2019-01-07,21.4,28.53,4.83
2019-01-08,20.47,27.66,4.65
2019-01-09,19.98,26.42,4.52
2019-01-10,19.5,25.91,4.54
2019-01-11,18.19,24.78,4.55
2019-01-14,19.07,25.74,4.6
2019-01-15,18.6,23.66,4.55
2019-01-16,19.04,24.07,4.44
2019-01-17,18.06,23.34,4.4
2019-01-18,17.8,21.89,4.27
2019-01-21,,,4.27
2019-01-22,20.8,25.02,4.41
2019-01-23,19.52,24.5,4.39
2019-01-24,18.89,23.49,4.45
2019-01-25,17.42,21.78,4.34
2019-01-28,18.87,23.43,4.41
2019-01-29,19.13,23.86,4.4
2019-01-30,17.66,21.18,4.36
2019-01-31,16.57,20.24,4.37
2019-02-01,16.14,19.8,4.29
2019-02-04,15.73,19.68,4.25
2019-02-05,15.57,19.47,4.15
2019-02-06,15.38,19.74,4.13
2019-02-07,16.37,20.92,4.29
2019-02-08,15.72,20.04,4.32
2019-02-11,15.97,20.07,4.28
2019-02-12,15.43,18.69,4.17
2019-02-13,15.65,19.0,4.12
2019-02-14,16.22,19.02,4.17
2019-02-15,14.91,17.7,4.12
2019-02-18,,,4.12
2019-02-19,14.88,18.1,4.11
2019-02-20,14.02,18.02,4.08
2019-02-21,14.46,18.19,4.04
2019-02-22,13.51,16.95,4.05
2019-02-25,14.85,17.81,4.0
2019-02-26,15.17,18.11,4.01
2019-02-27,14.7,17.6,3.94
2019-02-28,14.78,17.17,3.92
2019-03-01,13.57,16.12,3.86
2019-03-04,14.63,17.36,3.9
2019-03-05,14.74,17.51,3.91
2019-03-06,15.74,18.23,3.98
2019-03-07,16.59,19.59,4.1
2019-03-08,16.05,19.12,4.18
2019-03-11,14.33,16.36,4.12
2019-03-12,13.77,15.76,4.08
2019-03-13,13.41,15.38,3.99
2019-03-14,13.5,15.65,3.95
2019-03-15,12.88,15.12,3.95
2019-03-18,13.1,16.18,3.95
2019-03-19,13.56,16.73,3.91
2019-03-20,13.91,16.64,3.97
2019-03-21,13.63,16.59,3.92
2019-03-22,16.48,19.83,4.03
2019-03-25,16.33,19.44,4.13
2019-03-26,14.68,18.63,4.09
2019-03-27,15.15,18.74,4.09
2019-03-28,14.43,17.99,4.08
2019-03-29,13.71,16.62,3.99
2019-04-01,13.4,16.31,3.94
2019-04-02,13.36,16.33,3.95
2019-04-03,13.74,16.62,3.9
2019-04-04,13.58,16.79,3.9
2019-04-05,12.82,16.17,3.86
2019-04-08,13.18,16.82,3.84
2019-04-09,14.28,17.65,3.86
2019-04-10,13.3,16.76,3.86
