,Instrument,Company Common Name,Date,Price Close,Close Price
778,9888.HK,,2022-02-25T00:00:00Z,144.8,144.8
779,9888.HK,,2022-02-28T00:00:00Z,147.4,147.4
780,9888.HK,,2022-03-01T00:00:00Z,148.1,148.1
781,9888.HK,,2022-03-02T00:00:00Z,158.1,158.1
782,9888.HK,,2022-03-03T00:00:00Z,159.0,159.0
783,9888.HK,,2022-03-04T00:00:00Z,149.0,149.0
784,9888.HK,,2022-03-07T00:00:00Z,140.2,140.2
785,9888.HK,,2022-03-08T00:00:00Z,133.1,133.1
786,9888.HK,,2022-03-09T00:00:00Z,133.6,133.6
787,9888.HK,,2022-03-10T00:00:00Z,138.2,138.2
788,9888.HK,,2022-03-11T00:00:00Z,131.5,131.5
789,9888.HK,,2022-03-14T00:00:00Z,108.1,108.1
790,9888.HK,,2022-03-15T00:00:00Z,100.0,100.0
791,9888.HK,,2022-03-16T00:00:00Z,120.4,120.4
792,9888.HK,,2022-03-17T00:00:00Z,139.9,139.9
793,9888.HK,,2022-03-18T00:00:00Z,149.4,149.4
794,9888.HK,,2022-03-21T00:00:00Z,140.6,140.6
795,9888.HK,,2022-03-22T00:00:00Z,148.7,148.7
796,9888.HK,,2022-03-23T00:00:00Z,153.8,153.8
797,9888.HK,,2022-03-24T00:00:00Z,150.0,150.0
798,9888.HK,,2022-03-25T00:00:00Z,142.0,142.0
799,9888.HK,,2022-03-28T00:00:00Z,142.5,142.5
800,9888.HK,,2022-03-29T00:00:00Z,146.0,146.0
801,9888.HK,,2022-03-30T00:00:00Z,146.2,146.2
802,9888.HK,,2022-03-31T00:00:00Z,141.5,141.5
803,9888.HK,,2022-04-01T00:00:00Z,135.2,135.2
804,9888.HK,,2022-04-04T00:00:00Z,145.7,145.7
805,9888.HK,,2022-04-06T00:00:00Z,142.6,142.6
806,9888.HK,,2022-04-07T00:00:00Z,137.5,137.5
807,9888.HK,,2022-04-08T00:00:00Z,135.3,135.3
808,9888.HK,,2022-04-11T00:00:00Z,128.2,128.2
809,9888.HK,,2022-04-12T00:00:00Z,129.4,129.4
810,9888.HK,,2022-04-13T00:00:00Z,128.9,128.9
811,9888.HK,,2022-04-14T00:00:00Z,131.4,131.4
812,9888.HK,,2022-04-19T00:00:00Z,124.4,124.4
813,9888.HK,,2022-04-20T00:00:00Z,123.6,123.6
814,9888.HK,,2022-04-21T00:00:00Z,119.4,119.4
815,9888.HK,,2022-04-22T00:00:00Z,116.8,116.8
816,9888.HK,,2022-04-25T00:00:00Z,108.6,108.6
817,9888.HK,,2022-04-26T00:00:00Z,114.2,114.2
818,9888.HK,,2022-04-27T00:00:00Z,113.7,113.7
819,9888.HK,,2022-04-28T00:00:00Z,118.4,118.4
820,9888.HK,,2022-04-29T00:00:00Z,130.6,130.6
821,9888.HK,,2022-05-03T00:00:00Z,126.3,126.3
822,9888.HK,,2022-05-04T00:00:00Z,122.5,122.5
823,9888.HK,,2022-05-05T00:00:00Z,125.7,125.7
824,9888.HK,,2022-05-06T00:00:00Z,117.9,117.9
825,9888.HK,,2022-05-10T00:00:00Z,109.5,109.5
826,9888.HK,,2022-05-11T00:00:00Z,110.6,110.6
827,9888.HK,,2022-05-12T00:00:00Z,104.5,104.5
828,9888.HK,,2022-05-13T00:00:00Z,111.0,111.0
829,9888.HK,,2022-05-16T00:00:00Z,113.3,113.3
830,9888.HK,,2022-05-17T00:00:00Z,119.3,119.3
831,9888.HK,,2022-05-18T00:00:00Z,121.3,121.3
832,9888.HK,,2022-05-19T00:00:00Z,117.5,117.5
833,9888.HK,,2022-05-20T00:00:00Z,123.6,123.6
834,9888.HK,,2022-05-23T00:00:00Z,123.0,123.0
835,9888.HK,,2022-05-24T00:00:00Z,117.3,117.3
836,9888.HK,,2022-05-25T00:00:00Z,115.5,115.5
837,9888.HK,,2022-05-26T00:00:00Z,115.7,115.7
838,9888.HK,,2022-05-27T00:00:00Z,132.2,132.2
839,9888.HK,,2022-05-30T00:00:00Z,137.6,137.6
840,9888.HK,,2022-05-31T00:00:00Z,147.5,147.5
841,9888.HK,,2022-06-01T00:00:00Z,140.2,140.2
842,9888.HK,,2022-06-02T00:00:00Z,139.1,139.1
843,9888.HK,,2022-06-06T00:00:00Z,146.3,146.3
844,9888.HK,,2022-06-07T00:00:00Z,143.4,143.4
845,9888.HK,,2022-06-08T00:00:00Z,152.1,152.1
846,9888.HK,,2022-06-09T00:00:00Z,149.8,149.8
847,9888.HK,,2022-06-10T00:00:00Z,149.9,149.9
848,9888.HK,,2022-06-13T00:00:00Z,139.1,139.1
849,9888.HK,,2022-06-14T00:00:00Z,136.2,136.2
850,9888.HK,,2022-06-15T00:00:00Z,142.3,142.3
851,9888.HK,,2022-06-16T00:00:00Z,138.2,138.2
852,9888.HK,,2022-06-17T00:00:00Z,138.9,138.9
853,9888.HK,,2022-06-20T00:00:00Z,139.9,139.9
854,9888.HK,,2022-06-21T00:00:00Z,143.1,143.1
855,9888.HK,,2022-06-22T00:00:00Z,140.5,140.5
856,9888.HK,,2022-06-23T00:00:00Z,142.2,142.2
857,9888.HK,,2022-06-24T00:00:00Z,147.8,147.8
858,9888.HK,,2022-06-27T00:00:00Z,152.5,152.5
859,9888.HK,,2022-06-28T00:00:00Z,154.7,154.7
860,9888.HK,,2022-06-29T00:00:00Z,150.0,150.0
861,9888.HK,,2022-06-30T00:00:00Z,148.5,148.5
862,9888.HK,,2022-07-04T00:00:00Z,151.9,151.9
863,9888.HK,,2022-07-05T00:00:00Z,152.0,152.0
864,9888.HK,,2022-07-06T00:00:00Z,149.9,149.9
865,9888.HK,,2022-07-07T00:00:00Z,147.0,147.0
866,9888.HK,,2022-07-08T00:00:00Z,150.0,150.0
867,9888.HK,,2022-07-11T00:00:00Z,144.8,144.8
868,9888.HK,,2022-07-12T00:00:00Z,142.3,142.3
869,9888.HK,,2022-07-13T00:00:00Z,141.7,141.7
870,9888.HK,,2022-07-14T00:00:00Z,144.3,144.3
871,9888.HK,,2022-07-15T00:00:00Z,137.3,137.3
872,9888.HK,,2022-07-18T00:00:00Z,141.4,141.4
873,9888.HK,,2022-07-19T00:00:00Z,137.2,137.2
874,9888.HK,,2022-07-20T00:00:00Z,140.6,140.6
875,9888.HK,,2022-07-21T00:00:00Z,139.1,139.1
876,9888.HK,,2022-07-22T00:00:00Z,140.1,140.1
877,9888.HK,,2022-07-25T00:00:00Z,138.0,138.0
878,9888.HK,,2022-07-26T00:00:00Z,140.2,140.2
879,9888.HK,,2022-07-27T00:00:00Z,136.3,136.3
880,9888.HK,,2022-07-28T00:00:00Z,138.6,138.6
881,9888.HK,,2022-07-29T00:00:00Z,132.5,132.5
882,9888.HK,,2022-08-01T00:00:00Z,134.4,134.4
883,9888.HK,,2022-08-02T00:00:00Z,128.8,128.8
884,9888.HK,,2022-08-03T00:00:00Z,130.3,130.3
885,9888.HK,,2022-08-04T00:00:00Z,135.8,135.8
886,9888.HK,,2022-08-05T00:00:00Z,137.8,137.8
887,9888.HK,,2022-08-08T00:00:00Z,135.3,135.3
888,9888.HK,,2022-08-09T00:00:00Z,134.5,134.5
889,9888.HK,,2022-08-10T00:00:00Z,130.1,130.1
890,9888.HK,,2022-08-11T00:00:00Z,136.8,136.8
891,9888.HK,,2022-08-12T00:00:00Z,136.4,136.4
892,9888.HK,,2022-08-15T00:00:00Z,135.0,135.0
893,9888.HK,,2022-08-16T00:00:00Z,134.1,134.1
894,9888.HK,,2022-08-17T00:00:00Z,132.8,132.8
895,9888.HK,,2022-08-18T00:00:00Z,128.3,128.3
896,9888.HK,,2022-08-19T00:00:00Z,127.7,127.7
897,9888.HK,,2022-08-22T00:00:00Z,128.9,128.9
898,9888.HK,,2022-08-23T00:00:00Z,130.8,130.8
899,9888.HK,,2022-08-24T00:00:00Z,129.9,129.9
900,9888.HK,,2022-08-25T00:00:00Z,141.8,141.8
901,9888.HK,,2022-08-26T00:00:00Z,145.4,145.4
902,9888.HK,,2022-08-29T00:00:00Z,145.8,145.8
903,9888.HK,,2022-08-30T00:00:00Z,146.3,146.3
904,9888.HK,,2022-08-31T00:00:00Z,141.5,141.5
905,9888.HK,,2022-09-01T00:00:00Z,141.0,141.0
906,9888.HK,,2022-09-02T00:00:00Z,139.3,139.3
907,9888.HK,,2022-09-05T00:00:00Z,137.1,137.1
908,9888.HK,,2022-09-06T00:00:00Z,137.5,137.5
909,9888.HK,,2022-09-07T00:00:00Z,132.4,132.4
910,9888.HK,,2022-09-08T00:00:00Z,132.3,132.3
911,9888.HK,,2022-09-09T00:00:00Z,137.4,137.4
912,9888.HK,,2022-09-13T00:00:00Z,136.1,136.1
913,9888.HK,,2022-09-14T00:00:00Z,128.4,128.4
914,9888.HK,,2022-09-15T00:00:00Z,127.5,127.5
915,9888.HK,,2022-09-16T00:00:00Z,122.5,122.5
916,9888.HK,,2022-09-19T00:00:00Z,121.1,121.1
917,9888.HK,,2022-09-20T00:00:00Z,124.5,124.5
918,9888.HK,,2022-09-21T00:00:00Z,121.0,121.0
919,9888.HK,,2022-09-22T00:00:00Z,118.5,118.5
920,9888.HK,,2022-09-23T00:00:00Z,116.4,116.4
921,9888.HK,,2022-09-26T00:00:00Z,117.2,117.2
922,9888.HK,,2022-09-27T00:00:00Z,118.5,118.5
923,9888.HK,,2022-09-28T00:00:00Z,114.2,114.2
924,9888.HK,,2022-09-29T00:00:00Z,115.4,115.4
925,9888.HK,,2022-09-30T00:00:00Z,114.1,114.1
926,9888.HK,,2022-10-03T00:00:00Z,114.4,114.4
927,9888.HK,,2022-10-05T00:00:00Z,123.1,123.1
928,9888.HK,,2022-10-06T00:00:00Z,122.1,122.1
929,9888.HK,,2022-10-07T00:00:00Z,119.5,119.5
930,9888.HK,,2022-10-10T00:00:00Z,116.1,116.1
931,9888.HK,,2022-10-11T00:00:00Z,109.4,109.4
932,9888.HK,,2022-10-12T00:00:00Z,107.0,107.0
933,9888.HK,,2022-10-13T00:00:00Z,102.2,102.2
934,9888.HK,,2022-10-14T00:00:00Z,104.4,104.4
935,9888.HK,,2022-10-17T00:00:00Z,98.85,98.85
936,9888.HK,,2022-10-18T00:00:00Z,102.1,102.1
937,9888.HK,,2022-10-19T00:00:00Z,99.55,99.55
938,9888.HK,,2022-10-20T00:00:00Z,91.5,91.5
939,9888.HK,,2022-10-21T00:00:00Z,89.75,89.75
940,9888.HK,,2022-10-24T00:00:00Z,78.8,78.8
941,9888.HK,,2022-10-25T00:00:00Z,80.15,80.15
942,9888.HK,,2022-10-26T00:00:00Z,80.5,80.5
943,9888.HK,,2022-10-27T00:00:00Z,80.25,80.25
944,9888.HK,,2022-10-28T00:00:00Z,75.7,75.7
945,9888.HK,,2022-10-31T00:00:00Z,75.1,75.1
946,9888.HK,,2022-11-01T00:00:00Z,80.75,80.75
947,9888.HK,,2022-11-02T00:00:00Z,81.05,81.05
948,9888.HK,,2022-11-03T00:00:00Z,75.85,75.85
949,9888.HK,,2022-11-04T00:00:00Z,82.6,82.6
950,9888.HK,,2022-11-07T00:00:00Z,85.85,85.85
951,9888.HK,,2022-11-08T00:00:00Z,83.65,83.65
952,9888.HK,,2022-11-09T00:00:00Z,80.25,80.25
953,9888.HK,,2022-11-10T00:00:00Z,78.3,78.3
954,9888.HK,,2022-11-11T00:00:00Z,85.45,85.45
955,9888.HK,,2022-11-14T00:00:00Z,88.7,88.7
956,9888.HK,,2022-11-15T00:00:00Z,97.0,97.0
957,9888.HK,,2022-11-16T00:00:00Z,96.6,96.6
958,9888.HK,,2022-11-17T00:00:00Z,92.95,92.95
959,9888.HK,,2022-11-18T00:00:00Z,93.75,93.75
960,9888.HK,,2022-11-21T00:00:00Z,91.75,91.75
961,9888.HK,,2022-11-22T00:00:00Z,89.9,89.9
962,9888.HK,,2022-11-23T00:00:00Z,92.95,92.95
963,9888.HK,,2022-11-24T00:00:00Z,95.4,95.4
964,9888.HK,,2022-11-25T00:00:00Z,92.45,92.45
965,9888.HK,,2022-11-28T00:00:00Z,90.05,90.05
966,9888.HK,,2022-11-29T00:00:00Z,98.15,98.15
967,9888.HK,,2022-11-30T00:00:00Z,101.6,101.6
968,9888.HK,,2022-12-01T00:00:00Z,106.8,106.8
969,9888.HK,,2022-12-02T00:00:00Z,106.1,106.1
970,9888.HK,,2022-12-05T00:00:00Z,117.9,117.9
971,9888.HK,,2022-12-06T00:00:00Z,115.5,115.5
972,9888.HK,,2022-12-07T00:00:00Z,111.3,111.3
973,9888.HK,,2022-12-08T00:00:00Z,116.6,116.6
974,9888.HK,,2022-12-09T00:00:00Z,123.0,123.0
975,9888.HK,,2022-12-12T00:00:00Z,114.4,114.4
976,9888.HK,,2022-12-13T00:00:00Z,114.1,114.1
977,9888.HK,,2022-12-14T00:00:00Z,118.2,118.2
978,9888.HK,,2022-12-15T00:00:00Z,113.3,113.3
979,9888.HK,,2022-12-16T00:00:00Z,112.5,112.5
980,9888.HK,,2022-12-19T00:00:00Z,111.1,111.1
981,9888.HK,,2022-12-20T00:00:00Z,106.5,106.5
982,9888.HK,,2022-12-21T00:00:00Z,106.7,106.7
983,9888.HK,,2022-12-22T00:00:00Z,112.6,112.6
984,9888.HK,,2022-12-23T00:00:00Z,112.0,112.0
985,9888.HK,,2022-12-28T00:00:00Z,113.2,113.2
986,9888.HK,,2022-12-29T00:00:00Z,110.0,110.0
987,9888.HK,,2022-12-30T00:00:00Z,111.7,111.7
988,9888.HK,,2023-01-03T00:00:00Z,114.8,114.8
989,9888.HK,,2023-01-04T00:00:00Z,124.2,124.2
990,9888.HK,,2023-01-05T00:00:00Z,126.0,126.0
991,9888.HK,,2023-01-06T00:00:00Z,127.3,127.3
992,9888.HK,,2023-01-09T00:00:00Z,131.4,131.4
993,9888.HK,,2023-01-10T00:00:00Z,130.6,130.6
994,9888.HK,,2023-01-11T00:00:00Z,133.8,133.8
995,9888.HK,,2023-01-12T00:00:00Z,132.6,132.6
996,9888.HK,,2023-01-13T00:00:00Z,133.9,133.9
997,9888.HK,,2023-01-16T00:00:00Z,134.3,134.3
998,9888.HK,,2023-01-17T00:00:00Z,132.1,132.1
999,9888.HK,,2023-01-18T00:00:00Z,128.6,128.6
1000,9888.HK,,2023-01-19T00:00:00Z,125.1,125.1
1001,9888.HK,,2023-01-20T00:00:00Z,131.2,131.2
1002,9888.HK,,2023-01-26T00:00:00Z,134.5,134.5
1003,9888.HK,,2023-01-27T00:00:00Z,136.9,136.9
1004,9888.HK,,2023-01-30T00:00:00Z,136.1,136.1
1005,9888.HK,,2023-01-31T00:00:00Z,132.4,132.4
1006,9888.HK,,2023-02-01T00:00:00Z,144.3,144.3
1007,9888.HK,,2023-02-02T00:00:00Z,151.5,151.5
1008,9888.HK,,2023-02-03T00:00:00Z,144.8,144.8
1009,9888.HK,,2023-02-06T00:00:00Z,140.9,140.9
1010,9888.HK,,2023-02-07T00:00:00Z,162.5,162.5
1011,9888.HK,,2023-02-08T00:00:00Z,157.4,157.4
1012,9888.HK,,2023-02-09T00:00:00Z,151.6,151.6
1013,9888.HK,,2023-02-10T00:00:00Z,140.4,140.4
1014,9888.HK,,2023-02-13T00:00:00Z,143.1,143.1
1015,9888.HK,,2023-02-14T00:00:00Z,143.7,143.7
1016,9888.HK,,2023-02-15T00:00:00Z,149.1,149.1
1017,9888.HK,,2023-02-16T00:00:00Z,148.1,148.1
1018,9888.HK,,2023-02-17T00:00:00Z,141.3,141.3
1019,9888.HK,,2023-02-20T00:00:00Z,145.0,145.0
1020,9888.HK,,2023-02-21T00:00:00Z,138.1,138.1
1021,9888.HK,,2023-02-22T00:00:00Z,140.5,140.5
1022,9888.HK,,2023-02-23T00:00:00Z,139.8,139.8
1023,9888.HK,,2023-02-24T00:00:00Z,131.4,131.4
1024,9888.HK,,2023-02-27T00:00:00Z,134.0,134.0
1025,9888.HK,,2023-02-28T00:00:00Z,134.8,134.8
1026,9888.HK,,2023-03-01T00:00:00Z,145.0,145.0
1027,9888.HK,,2023-03-02T00:00:00Z,141.9,141.9
1028,9888.HK,,2023-03-03T00:00:00Z,149.4,149.4
1029,9888.HK,,2023-03-06T00:00:00Z,147.5,147.5
1030,9888.HK,,2023-03-07T00:00:00Z,144.2,144.2
1031,9888.HK,,2023-03-08T00:00:00Z,139.5,139.5
1032,9888.HK,,2023-03-09T00:00:00Z,137.6,137.6
1033,9888.HK,,2023-03-10T00:00:00Z,129.5,129.5
1034,9888.HK,,2023-03-13T00:00:00Z,134.0,134.0
1035,9888.HK,,2023-03-14T00:00:00Z,129.0,129.0
1036,9888.HK,,2023-03-15T00:00:00Z,133.6,133.6
1037,9888.HK,,2023-03-16T00:00:00Z,125.1,125.1
1038,9888.HK,,2023-03-17T00:00:00Z,142.2,142.2
1039,9888.HK,,2023-03-20T00:00:00Z,143.5,143.5
1040,9888.HK,,2023-03-21T00:00:00Z,148.1,148.1
1041,9888.HK,,2023-03-22T00:00:00Z,146.8,146.8
1042,9888.HK,,2023-03-23T00:00:00Z,150.9,150.9
1043,9888.HK,,2023-03-24T00:00:00Z,154.4,154.4
1044,9888.HK,,2023-03-27T00:00:00Z,149.5,149.5
1045,9888.HK,,2023-03-28T00:00:00Z,152.2,152.2
1046,9888.HK,,2023-03-29T00:00:00Z,155.1,155.1
1047,9888.HK,,2023-03-30T00:00:00Z,149.5,149.5
1048,9888.HK,,2023-03-31T00:00:00Z,148.7,148.7
1049,9888.HK,,2023-04-03T00:00:00Z,145.6,145.6
1050,9888.HK,,2023-04-04T00:00:00Z,146.8,146.8
1051,9888.HK,,2023-04-06T00:00:00Z,142.9,142.9
1052,9888.HK,,2023-04-11T00:00:00Z,135.2,135.2
1053,9888.HK,,2023-04-12T00:00:00Z,134.0,134.0
1054,9888.HK,,2023-04-13T00:00:00Z,134.1,134.1
1055,9888.HK,,2023-04-14T00:00:00Z,130.0,130.0
1056,9888.HK,,2023-04-17T00:00:00Z,131.0,131.0
1057,9888.HK,,2023-04-18T00:00:00Z,129.6,129.6
1058,9888.HK,,2023-04-19T00:00:00Z,126.4,126.4
1059,9888.HK,,2023-04-20T00:00:00Z,126.2,126.2
1060,9888.HK,,2023-04-21T00:00:00Z,122.8,122.8
1061,9888.HK,,2023-04-24T00:00:00Z,121.9,121.9
1062,9888.HK,,2023-04-25T00:00:00Z,117.4,117.4
1063,9888.HK,,2023-04-26T00:00:00Z,117.5,117.5
1064,9888.HK,,2023-04-27T00:00:00Z,115.5,115.5
1065,9888.HK,,2023-04-28T00:00:00Z,115.7,115.7
1066,9888.HK,,2023-05-02T00:00:00Z,118.0,118.0
1067,9888.HK,,2023-05-03T00:00:00Z,114.3,114.3
1068,9888.HK,,2023-05-04T00:00:00Z,115.3,115.3
1069,9888.HK,,2023-05-05T00:00:00Z,119.7,119.7
1070,9888.HK,,2023-05-08T00:00:00Z,121.0,121.0
1071,9888.HK,,2023-05-09T00:00:00Z,115.6,115.6
1072,9888.HK,,2023-05-10T00:00:00Z,114.5,114.5
1073,9888.HK,,2023-05-11T00:00:00Z,115.6,115.6
1074,9888.HK,,2023-05-12T00:00:00Z,119.1,119.1
1075,9888.HK,,2023-05-15T00:00:00Z,120.9,120.9
1076,9888.HK,,2023-05-16T00:00:00Z,124.3,124.3
1077,9888.HK,,2023-05-17T00:00:00Z,123.8,123.8
1078,9888.HK,,2023-05-18T00:00:00Z,125.6,125.6
1079,9888.HK,,2023-05-19T00:00:00Z,120.0,120.0
1080,9888.HK,,2023-05-22T00:00:00Z,124.0,124.0
1081,9888.HK,,2023-05-23T00:00:00Z,122.1,122.1
1082,9888.HK,,2023-05-24T00:00:00Z,119.1,119.1
1083,9888.HK,,2023-05-25T00:00:00Z,116.5,116.5
1084,9888.HK,,2023-05-29T00:00:00Z,119.7,119.7
1085,9888.HK,,2023-05-30T00:00:00Z,123.7,123.7
1086,9888.HK,,2023-05-31T00:00:00Z,119.4,119.4
1087,9888.HK,,2023-06-01T00:00:00Z,121.6,121.6
1088,9888.HK,,2023-06-02T00:00:00Z,130.5,130.5
1089,9888.HK,,2023-06-05T00:00:00Z,129.9,129.9
1090,9888.HK,,2023-06-06T00:00:00Z,129.8,129.8
1091,9888.HK,,2023-06-07T00:00:00Z,132.4,132.4
1092,9888.HK,,2023-06-08T00:00:00Z,130.6,130.6
1093,9888.HK,,2023-06-09T00:00:00Z,132.7,132.7
1094,9888.HK,,2023-06-12T00:00:00Z,131.7,131.7
1095,9888.HK,,2023-06-13T00:00:00Z,138.1,138.1
1096,9888.HK,,2023-06-14T00:00:00Z,140.0,140.0
1097,9888.HK,,2023-06-15T00:00:00Z,145.9,145.9
1098,9888.HK,,2023-06-16T00:00:00Z,145.1,145.1
1099,9888.HK,,2023-06-19T00:00:00Z,142.5,142.5
1100,9888.HK,,2023-06-20T00:00:00Z,142.7,142.7
1101,9888.HK,,2023-06-21T00:00:00Z,140.3,140.3
1102,9888.HK,,2023-06-23T00:00:00Z,138.2,138.2
1103,9888.HK,,2023-06-26T00:00:00Z,137.1,137.1
1104,9888.HK,,2023-06-27T00:00:00Z,139.0,139.0
1105,9888.HK,,2023-06-28T00:00:00Z,140.5,140.5
1106,9888.HK,,2023-06-29T00:00:00Z,134.6,134.6
1107,9888.HK,,2023-06-30T00:00:00Z,132.8,132.8
1108,9888.HK,,2023-07-03T00:00:00Z,138.9,138.9
1109,9888.HK,,2023-07-04T00:00:00Z,141.1,141.1
1110,9888.HK,,2023-07-05T00:00:00Z,139.3,139.3
1111,9888.HK,,2023-07-06T00:00:00Z,137.7,137.7
1112,9888.HK,,2023-07-07T00:00:00Z,137.4,137.4
1113,9888.HK,,2023-07-10T00:00:00Z,137.7,137.7
1114,9888.HK,,2023-07-11T00:00:00Z,139.2,139.2
1115,9888.HK,,2023-07-12T00:00:00Z,142.0,142.0
1116,9888.HK,,2023-07-13T00:00:00Z,148.3,148.3
1117,9888.HK,,2023-07-14T00:00:00Z,147.9,147.9
1118,9888.HK,,2023-07-14T00:00:00Z,147.9,147.9
1119,9888.HK,,2023-07-18T00:00:00Z,144.4,144.4
1120,9888.HK,,2023-07-19T00:00:00Z,142.1,142.1
1121,9888.HK,,2023-07-20T00:00:00Z,140.6,140.6
1122,9888.HK,,2023-07-21T00:00:00Z,140.6,140.6
1123,9888.HK,,2023-07-24T00:00:00Z,135.3,135.3
1124,9888.HK,,2023-07-25T00:00:00Z,146.8,146.8
1125,9888.HK,,2023-07-26T00:00:00Z,144.1,144.1
1126,9888.HK,,2023-07-27T00:00:00Z,145.7,145.7
1127,9888.HK,,2023-07-28T00:00:00Z,148.7,148.7
1128,9888.HK,,2023-07-31T00:00:00Z,152.9,152.9
1129,9888.HK,,2023-08-01T00:00:00Z,152.2,152.2
1130,9888.HK,,2023-08-02T00:00:00Z,146.5,146.5
1131,9888.HK,,2023-08-03T00:00:00Z,144.8,144.8
1132,9888.HK,,2023-08-04T00:00:00Z,147.0,147.0
1133,9888.HK,,2023-08-07T00:00:00Z,146.5,146.5
1134,9888.HK,,2023-08-08T00:00:00Z,140.8,140.8
1135,9888.HK,,2023-08-09T00:00:00Z,141.0,141.0
1136,9888.HK,,2023-08-10T00:00:00Z,140.6,140.6
1137,9888.HK,,2023-08-11T00:00:00Z,137.8,137.8
1138,9888.HK,,2023-08-14T00:00:00Z,134.6,134.6
1139,9888.HK,,2023-08-15T00:00:00Z,134.3,134.3
1140,9888.HK,,2023-08-16T00:00:00Z,130.6,130.6
1141,9888.HK,,2023-08-17T00:00:00Z,129.6,129.6
1142,9888.HK,,2023-08-18T00:00:00Z,126.1,126.1
1143,9888.HK,,2023-08-21T00:00:00Z,121.9,121.9
1144,9888.HK,,2023-08-22T00:00:00Z,123.0,123.0
1145,9888.HK,,2023-08-23T00:00:00Z,128.4,128.4
1146,9888.HK,,2023-08-24T00:00:00Z,134.4,134.4
1147,9888.HK,,2023-08-25T00:00:00Z,131.9,131.9
1148,9888.HK,,2023-08-28T00:00:00Z,132.7,132.7
1149,9888.HK,,2023-08-29T00:00:00Z,135.6,135.6
1150,9888.HK,,2023-08-30T00:00:00Z,136.5,136.5
1151,9888.HK,,2023-08-31T00:00:00Z,139.4,139.4
1152,9888.HK,,2023-09-04T00:00:00Z,144.2,144.2
1153,9888.HK,,2023-09-05T00:00:00Z,142.0,142.0
1154,9888.HK,,2023-09-06T00:00:00Z,139.7,139.7
1155,9888.HK,,2023-09-07T00:00:00Z,137.0,137.0
1156,9888.HK,,2023-09-07T00:00:00Z,137.0,137.0
1157,9888.HK,,2023-09-11T00:00:00Z,137.0,137.0
1158,9888.HK,,2023-09-12T00:00:00Z,136.4,136.4
1159,9888.HK,,2023-09-13T00:00:00Z,135.1,135.1
1160,9888.HK,,2023-09-14T00:00:00Z,135.0,135.0
1161,9888.HK,,2023-09-15T00:00:00Z,134.2,134.2
1162,9888.HK,,2023-09-18T00:00:00Z,132.2,132.2
1163,9888.HK,,2023-09-19T00:00:00Z,130.9,130.9
1164,9888.HK,,2023-09-20T00:00:00Z,128.4,128.4
1165,9888.HK,,2023-09-21T00:00:00Z,126.1,126.1
1166,9888.HK,,2023-09-22T00:00:00Z,129.6,129.6
1167,9888.HK,,2023-09-25T00:00:00Z,127.4,127.4
1168,9888.HK,,2023-09-26T00:00:00Z,128.5,128.5
1169,9888.HK,,2023-09-27T00:00:00Z,129.1,129.1
1170,9888.HK,,2023-09-28T00:00:00Z,128.8,128.8
1171,9888.HK,,2023-09-29T00:00:00Z,133.4,133.4
1172,9888.HK,,2023-10-03T00:00:00Z,129.4,129.4
1173,9888.HK,,2023-10-04T00:00:00Z,124.1,124.1
1174,9888.HK,,2023-10-05T00:00:00Z,125.0,125.0
1175,9888.HK,,2023-10-06T00:00:00Z,127.8,127.8
1176,9888.HK,,2023-10-09T00:00:00Z,129.0,129.0
1177,9888.HK,,2023-10-10T00:00:00Z,129.8,129.8
1178,9888.HK,,2023-10-11T00:00:00Z,130.3,130.3
1179,9888.HK,,2023-10-12T00:00:00Z,131.5,131.5
1180,9888.HK,,2023-10-13T00:00:00Z,124.6,124.6
1181,9888.HK,,2023-10-16T00:00:00Z,121.4,121.4
1182,9888.HK,,2023-10-17T00:00:00Z,119.4,119.4
1183,9888.HK,,2023-10-18T00:00:00Z,113.7,113.7
1184,9888.HK,,2023-10-19T00:00:00Z,107.7,107.7
1185,9888.HK,,2023-10-20T00:00:00Z,104.3,104.3
1186,9888.HK,,2023-10-24T00:00:00Z,103.8,103.8
1187,9888.HK,,2023-10-25T00:00:00Z,105.9,105.9
1188,9888.HK,,2023-10-26T00:00:00Z,105.7,105.7
1189,9888.HK,,2023-10-27T00:00:00Z,107.0,107.0
1190,9888.HK,,2023-10-30T00:00:00Z,107.1,107.1
1191,9888.HK,,2023-10-31T00:00:00Z,102.7,102.7
1192,9888.HK,,2023-11-01T00:00:00Z,101.6,101.6
1193,9888.HK,,2023-11-02T00:00:00Z,103.1,103.1
1194,9888.HK,,2023-11-03T00:00:00Z,105.3,105.3
1195,9888.HK,,2023-11-06T00:00:00Z,108.2,108.2
1196,9888.HK,,2023-11-07T00:00:00Z,106.4,106.4
1197,9888.HK,,2023-11-08T00:00:00Z,105.4,105.4
1198,9888.HK,,2023-11-09T00:00:00Z,104.7,104.7
1199,9888.HK,,2023-11-10T00:00:00Z,101.3,101.3
1200,9888.HK,,2023-11-13T00:00:00Z,104.6,104.6
1201,9888.HK,,2023-11-14T00:00:00Z,103.8,103.8
1202,9888.HK,,2023-11-15T00:00:00Z,108.4,108.4
1203,9888.HK,,2023-11-16T00:00:00Z,108.8,108.8
1204,9888.HK,,2023-11-17T00:00:00Z,103.5,103.5
1205,9888.HK,,2023-11-20T00:00:00Z,104.5,104.5
1206,9888.HK,,2023-11-21T00:00:00Z,107.4,107.4
1207,9888.HK,,2023-11-22T00:00:00Z,112.2,112.2
